defendant_age,defendant_gender,num_victims,victim_genders,offence_category,offence_subcategory
not known,female,1,male,theft,shoplifting
42,male,0,nan,damage,other
24,male,1,male,theft,pocketpicking
not known,male,0,nan,theft,embezzlement
not known,male,1,male,theft,pocketpicking
14,male,1,male,theft,pocketpicking
not known,male,3,male;male;male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
not known,male,3,male;male;male,theft,theftFromPlace
not known,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,grandLarceny
37,male,1,female,kill,manslaughter
30,male,1,male,deception,forgery
48,male,1,male,deception,fraud
not known,female,1,male,theft,grandLarceny
22,male,3,male;male;male,theft,grandLarceny
32,male,0,nan,deception,forgery
not known,female,1,female,theft,grandLarceny
23,female,1,male,theft,stealingFromMaster
27,female,1,male,theft,simpleLarceny
not known,male,3,male;male;male,theft,grandLarceny
not known,male,0,nan,theft,embezzlement
35,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,grandLarceny
not known,female,3,male;male;male,damage,other
22,male,1,male,breakingPeace,wounding
not known,male,0,nan,deception,perjury
not known,female,1,male,theft,shoplifting
19,male,0,nan,deception,fraud
24,male,1,male,theft,theftFromPlace
36,male,0,nan,miscellaneous,returnFromTransportation
not known,male,1,indeterminate,deception,fraud
23,male,1,male,violentTheft,robbery
28,male,1,male,theft,embezzlement
13,male,1,male,theft,simpleLarceny
not known,male,0,nan,deception,forgery
31,female,1,male,theft,simpleLarceny
37,male,0,nan,deception,perjury
not known,male,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,burglary
not known,male,1,male,theft,animalTheft
not known,male,1,indeterminate,theft,embezzlement
35,male,1,female,deception,fraud
not known,male,4,male;female;male;male,theft,grandLarceny
not known,male,1,male,violentTheft,highwayRobbery
29,male,1,female,sexual,other
18,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
47,male,1,female,kill,manslaughter
29,female,0,nan,miscellaneous,concealingABirth
not known,male,1,male,theft,burglary
not known,female,1,male,theft,grandLarceny
70,male,2,male;male,violentTheft,robbery
29,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,female,theft,grandLarceny
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
30,male,1,male,deception,fraud
25,male,1,male,theft,pocketpicking
24,male,1,male,theft,simpleLarceny
17,male,1,male,theft,pocketpicking
not known,female,1,male,theft,pocketpicking
22,male,0,nan,sexual,sodomy
not known,male,2,female;female,sexual,bigamy
18,male,2,male;male,theft,simpleLarceny
not known,male,0,nan,royalOffences,taxOffences
39,female,2,male;male,theft,grandLarceny
17,male,1,male,violentTheft,robbery
not known,male,0,nan,miscellaneous,pervertingJustice
20,male,2,female;female,theft,simpleLarceny
19,male,3,male;male;male,theft,burglary
not known,male,0,nan,royalOffences,coiningOffences
34,male,0,nan,royalOffences,coiningOffences
29,male,1,male,kill,murder
not known,male,1,female,breakingPeace,wounding
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,burglary
not known,female,1,female,theft,grandLarceny
19,male,1,male,theft,pocketpicking
not known,male,1,male,theft,grandLarceny
34,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
21,male,0,nan,theft,embezzlement
21,male,1,male,theft,pocketpicking
41,male,1,female,sexual,bigamy
not known,male,1,male,theft,grandLarceny
35,male,1,male,violentTheft,robbery
34,male,0,nan,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
not known,female,1,female,theft,pocketpicking
not known,male,1,male,violentTheft,robbery
not known,female,2,male;female,theft,grandLarceny
not known,male,0,nan,miscellaneous,other
not known,female,1,male,theft,simpleLarceny
20,female,1,female,kill,manslaughter
29,male,1,female,breakingPeace,wounding
33,male,1,male,theft,animalTheft
23,male,0,nan,royalOffences,coiningOffences
20,male,0,nan,deception,perjury
not known,male,1,male,theft,burglary
not known,male,1,male,theft,pocketpicking
28,female,2,male;female,theft,pocketpicking
not known,male,1,male,kill,manslaughter
28,male,1,female,sexual,rape
not known,female,2,female;female,theft,grandLarceny
24,female,1,male,theft,theftFromPlace
25,male,0,nan,royalOffences,coiningOffences
not known,male,1,indeterminate,theft,simpleLarceny
not known,female,1,male,theft,pocketpicking
25,female,1,male,theft,pocketpicking
17,male,1,male,theft,simpleLarceny
20,male,1,male,violentTheft,robbery
not known,male,1,male,theft,grandLarceny
26,male,1,male,theft,simpleLarceny
24,female,1,male,theft,stealingFromMaster
18,male,1,male,theft,simpleLarceny
22,female,0,nan,royalOffences,coiningOffences
26,male,0,nan,royalOffences,coiningOffences
31,male,1,male,violentTheft,robbery
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,theftFromPlace
20,male,1,male,theft,simpleLarceny
not known,female,1,female,theft,pocketpicking
not known,female,2,male;male,deception,fraud
not known,male,1,male,theft,grandLarceny
23,male,1,male,theft,grandLarceny
not known,male,1,male,theft,other
not known,male,1,male,theft,grandLarceny
26,male,1,male,theft,stealingFromMaster
18,male,1,male,violentTheft,robbery
not known,male,1,female,violentTheft,highwayRobbery
not known,male,1,female,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
23,male,3,male;male;male,theft,grandLarceny
38,female,1,male,theft,stealingFromMaster
25,male,1,male,breakingPeace,wounding
40,male,1,male,breakingPeace,assault
not known,female,1,male,theft,pocketpicking
41,male,0,nan,theft,embezzlement
not known,male,1,male,deception,forgery
not known,male,1,female,kill,manslaughter
19,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
43,male,0,nan,theft,mail
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,stealingFromMaster
21,male,2,male;male,theft,grandLarceny
62,female,1,male,theft,stealingFromMaster
not known,female,1,female,kill,murder
20,male,2,female;male,deception,forgery
16,male,1,male,theft,simpleLarceny
40,male,1,indeterminate,theft,theftFromPlace
not known,male,2,indeterminate;male,damage,arson
29,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,theftFromPlace
11,male,1,male,theft,stealingFromMaster
49,female,1,male,kill,murder
45,male,1,male,theft,simpleLarceny
44,male,2,female;female,sexual,bigamy
36,male,2,female;female,sexual,bigamy
53,male,2,male;male,kill,murder
42,male,1,female,theft,stealingFromMaster
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,stealingFromMaster
not known,male,1,male,theft,pocketpicking
26,male,1,indeterminate,theft,mail
19,male,1,male,theft,stealingFromMaster
49,male,1,male,kill,manslaughter
26,male,1,male,theft,embezzlement
not known,male,1,female,theft,simpleLarceny
20,male,1,male,theft,grandLarceny
25,male,2,male;male,theft,simpleLarceny
20,female,1,male,theft,stealingFromMaster
not known,male,1,male,theft,grandLarceny
31,male,0,nan,royalOffences,coiningOffences
not known,male,1,male,theft,theftFromPlace
27,male,0,nan,deception,forgery
not known,female,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,burglary
not known,male,1,male,theft,other
not known,female,1,male,theft,grandLarceny
not known,male,1,male,kill,murder
33,male,1,male,theft,burglary
not known,female,1,male,theft,pocketpicking
not known,male,0,nan,deception,bankrupcy
not known,male,1,male,theft,pocketpicking
17,male,0,nan,deception,forgery
19,male,1,male,theft,pocketpicking
30,male,1,male,theft,animalTheft
19,male,1,male,theft,simpleLarceny
not known,male,1,male,kill,other
not known,male,2,male;male,theft,housebreaking
24,male,1,male,theft,stealingFromMaster
not known,male,2,male;female,theft,pocketpicking
not known,female,1,male,theft,other
not known,female,1,male,theft,pocketpicking
not known,male,0,nan,deception,forgery
not known,male,1,male,theft,burglary
not known,male,1,male,theft,simpleLarceny
not known,male,0,nan,royalOffences,coiningOffences
30,male,1,female,theft,grandLarceny
47,male,1,male,breakingPeace,wounding
49,female,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
not known,male,1,male,kill,murder
not known,female,1,male,theft,pocketpicking
23,male,1,female,sexual,assaultWithIntent
25,male,1,male,theft,burglary
not known,male,1,male,theft,pocketpicking
25,male,1,male,theft,pocketpicking
36,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
49,female,2,female;male,theft,stealingFromMaster
63,male,0,nan,royalOffences,coiningOffences
33,male,0,nan,miscellaneous,returnFromTransportation
not known,male,1,male,theft,embezzlement
not known,male,1,male,breakingPeace,threateningBehaviour
not known,female,1,male,theft,theftFromPlace
33,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
not known,female,1,female,theft,grandLarceny
18,male,1,male,violentTheft,robbery
not known,male,1,male,theft,grandLarceny
17,male,2,male;male,theft,burglary
21,male,1,male,theft,grandLarceny
19,male,0,nan,theft,embezzlement
30,male,1,male,deception,fraud
20,female,1,male,theft,pocketpicking
not known,male,0,nan,theft,other
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
23,male,1,male,theft,stealingFromMaster
36,male,0,nan,deception,forgery
52,male,0,nan,deception,forgery
not known,male,1,male,theft,theftFromPlace
not known,female,1,female,theft,grandLarceny
37,male,1,female,breakingPeace,wounding
not known,female,2,male;male,theft,other
20,male,1,indeterminate,theft,mail
not known,male,1,male,theft,other
48,male,0,nan,sexual,sodomy
23,female,1,female,kill,manslaughter
not known,female,1,female,theft,pocketpicking
not known,male,1,male,theft,theftFromPlace
not known,female,0,nan,theft,grandLarceny
not known,female,1,male,theft,simpleLarceny
25,male,1,female,breakingPeace,wounding
not known,female,0,nan,theft,receiving
not known,male,1,female,theft,grandLarceny
21,female,1,male,breakingPeace,wounding
not known,male,1,male,violentTheft,highwayRobbery
60,female,1,male,theft,grandLarceny
20,male,1,female,theft,theftFromPlace
not known,male,1,indeterminate,deception,fraud
not known,female,0,nan,theft,grandLarceny
20,male,1,male,theft,shoplifting
not known,female,0,nan,miscellaneous,concealingABirth
38,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,pettyLarceny
20,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,pocketpicking
32,female,1,male,breakingPeace,wounding
29,female,0,nan,royalOffences,coiningOffences
not known,female,1,male,theft,other
18,male,1,male,theft,simpleLarceny
43,male,1,indeterminate,theft,simpleLarceny
29,male,1,male,theft,theftFromPlace
25,male,2,male;female,theft,simpleLarceny
not known,male,0,nan,miscellaneous,other
not known,male,1,indeterminate,theft,stealingFromMaster
not known,male,1,male,theft,simpleLarceny
not known,female,1,male,theft,other
not known,female,1,male,theft,simpleLarceny
not known,male,1,male,theft,grandLarceny
38,female,1,male,theft,simpleLarceny
23,male,1,male,theft,pocketpicking
not known,male,0,nan,theft,grandLarceny
not known,female,1,male,theft,theftFromPlace
20,male,1,male,theft,theftFromPlace
27,male,1,male,theft,simpleLarceny
19,male,1,male,theft,pocketpicking
not known,male,2,male;male,theft,burglary
not known,male,1,male,breakingPeace,wounding
not known,male,1,male,theft,grandLarceny
21,male,1,indeterminate,theft,mail
24,female,2,male;male,theft,simpleLarceny
54,male,1,male,theft,simpleLarceny
29,male,1,male,theft,embezzlement
16,male,1,female,sexual,rape
not known,male,1,male,theft,animalTheft
not known,female,1,male,theft,grandLarceny
40,male,1,male,theft,burglary
not known,male,1,male,theft,pocketpicking
19,male,0,nan,royalOffences,coiningOffences
not known,male,0,nan,deception,perjury
23,male,1,male,deception,forgery
18,male,1,male,theft,grandLarceny
not known,male,1,male,theft,grandLarceny
not known,female,1,female,theft,simpleLarceny
not known,male,1,male,theft,pettyLarceny
not known,female,1,male,theft,theftFromPlace
16,male,1,male,theft,stealingFromMaster
17,male,3,male;male;female,theft,burglary
26,male,1,female,theft,simpleLarceny
20,male,1,male,theft,pocketpicking
24,male,1,male,theft,housebreaking
not known,male,2,male;male,deception,forgery
not known,male,1,male,breakingPeace,wounding
not known,male,0,nan,miscellaneous,returnFromTransportation
not known,female,1,female,kill,murder
not known,male,1,male,kill,manslaughter
not known,female,1,female,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
18,male,2,male;male,theft,simpleLarceny
not known,male,2,male;male,deception,forgery
50,female,0,nan,deception,fraud
37,male,1,indeterminate,theft,simpleLarceny
37,male,1,female,sexual,bigamy
38,male,1,male,deception,fraud
not known,female,1,female,theft,pocketpicking
25,male,1,male,damage,arson
not known,male,1,indeterminate,theft,grandLarceny
22,female,1,female,theft,simpleLarceny
not known,female,1,female,theft,grandLarceny
20,female,2,male;male,theft,theftFromPlace
24,male,1,male,theft,simpleLarceny
not known,male,0,nan,miscellaneous,other
22,male,1,male,kill,manslaughter
13,male,0,nan,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
not known,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,theftFromPlace
not known,male,1,male,theft,grandLarceny
not known,male,2,male;female,theft,pocketpicking
not known,female,1,male,theft,grandLarceny
not known,female,1,male,theft,grandLarceny
not known,male,1,female,kill,murder
not known,male,1,male,kill,murder
not known,male,1,male,breakingPeace,wounding
30,male,1,male,theft,theftFromPlace
not known,male,2,male;female,theft,grandLarceny
not known,male,1,male,theft,burglary
21,male,2,male;male,theft,burglary
not known,male,1,male,theft,grandLarceny
not known,male,1,male,theft,other
not known,female,1,male,theft,other
38,male,0,nan,royalOffences,coiningOffences
27,female,1,male,theft,pocketpicking
not known,male,2,male;male,theft,receiving
35,male,1,male,theft,embezzlement
42,male,1,male,theft,simpleLarceny
not known,male,1,male,breakingPeace,wounding
36,male,0,nan,theft,embezzlement
not known,female,1,male,theft,shoplifting
36,male,1,male,theft,grandLarceny
21,male,1,male,theft,simpleLarceny
not known,male,1,male,theft,stealingFromMaster
not known,female,1,male,theft,theftFromPlace
not known,female,2,male;female,theft,other
16,female,1,male,theft,stealingFromMaster
not known,male,1,male,theft,animalTheft
not known,male,2,female;male,theft,pocketpicking
21,male,0,nan,deception,forgery
21,male,1,female,theft,grandLarceny
not known,male,1,female,theft,grandLarceny
30,male,1,female,sexual,rape
not known,male,0,nan,royalOffences,seditiousWords
not known,female,1,male,theft,grandLarceny
20,male,1,female,violentTheft,robbery
26,female,0,nan,royalOffences,coiningOffences
